Index,local_timestamp,Time_Index,Ambient Dew Point (°C),Ambient Humidity (%),Ambient Temperature (°C),Barometric Pressure (mb),Rain Accumulation Record (mm),Rain Accumulation for Day (mm),Rain Intensity (mm/hr),Rain Intensity Peak (mm/hr),POA Irradiance (W/m²),Aggregate AC Power (kW)
0,5/16/2017 0:15,1,8.794847,59.828,16.62,1016.309,0,0,0,0,0,0
1,5/16/2017 0:15,2,8.794847,59.828,16.62,1016.309,0,0,0,0,0,0
2,5/16/2017 0:30,3,8.628186,60.06933,16.38,1016.489,0,0,0,0,0,0
3,5/16/2017 0:45,4,8.887643,61.73733,16.22533,1016.593,0,0,0,0,0,0
4,5/16/2017 1:00,5,9.024196,63.57466,15.90933,1016.661,0,0,0,0,0,0
5,5/16/2017 1:15,6,8.826341,63.42667,15.73733,1016.673,0,0,0,0,0,0
6,5/16/2017 1:30,7,9.090429,65.28266,15.56533,1016.768,0,0,0,0,0,0
7,5/16/2017 1:45,8,9.323045,67.27333,15.34267,1016.719,0,0,0,0,0,0
8,5/16/2017 2:00,9,9.584785,69.66933,15.07067,1016.665,0,0,0,0,0,0
9,5/16/2017 2:15,10,9.601104,70.37733,14.93067,1016.585,0,0,0,0,0,0
10,5/16/2017 2:30,11,9.261799,69.70667,14.72533,1016.425,0,0,0,0,0,0
11,5/16/2017 2:45,12,9.288368,70.41199,14.59733,1016.407,0,0,0,0,0,0
12,5/16/2017 3:00,13,9.027195,69.9202,14.43333,1016.4,0,0,0,0,0,0
13,5/16/2017 3:15,14,8.976078,70.72923,14.20231,1016.333,0,0,0,0,0,0
14,5/16/2017 3:30,15,8.995009,70.95933,14.172,1016.395,0,0,0,0,0,0
15,5/16/2017 3:45,16,9.026822,71.96933,13.98733,1016.46,0,0,0,0,0,0
16,5/16/2017 4:00,17,8.858284,71.25667,13.96533,1016.561,0,0,0,0,0,0
17,5/16/2017 4:15,18,8.909217,71.80334,13.90067,1016.715,0,0,0,0,0,0
18,5/16/2017 4:30,19,8.989891,71.82733,13.97933,1016.868,0,0,0,0,0,0
19,5/16/2017 4:45,20,9.097742,73.04133,13.83333,1017.007,0,0,0,0,0,0
20,5/16/2017 5:00,21,9.232348,74.61467,13.64533,1017.148,0,0,0,0,0,0
21,5/16/2017 5:15,22,8.853248,71.81667,13.84067,1017.342,0,0,0,0,0,0
22,5/16/2017 5:30,23,8.983565,72.74599,13.77867,1017.413,0,0,0,0,0,0
23,5/16/2017 5:45,24,8.943083,73.74466,13.526,1017.548,0,0,0,0,0,0
24,5/16/2017 6:00,25,8.571203,71.06066,13.71,1017.701,0,0,0,0,0,0
25,5/16/2017 6:15,26,8.621553,69.42066,14.12133,1017.874,0,0,0,0,2.853333,0
26,5/16/2017 6:30,27,8.747689,69.07533,14.33,1018.001,0,0,0,0,10.734,0.35315346
27,5/16/2017 6:45,28,9.171915,68.83,14.828,1018.181,0,0,0,0,22.18867,2.876226
28,5/16/2017 7:00,29,9.662759,70.49667,14.96867,1018.314,0,0,0,0,53.17533,7.011207
29,5/16/2017 7:15,30,10.64184,73.09866,15.42333,1018.468,0,0,0,0,36.99,12.707191
30,5/16/2017 7:30,31,11.21073,73.488,15.93,1018.534,0,0,0,0,120.3053,19.462342
31,5/16/2017 7:45,32,11.51009,72.79733,16.38867,1018.641,0,0,0,0,213.7753,27.03451
32,5/16/2017 8:00,33,11.71851,72.02386,16.775,1018.793,0,0,0,0,274.9752,35.11289
33,5/16/2017 8:15,34,11.45836,67.54667,17.52,1018.727,0,0,0,0,337.6013,43.26131
34,5/16/2017 8:30,35,11.04034,63.59333,18.03333,1018.847,0,0,0,0,399.114,51.37345
35,5/16/2017 8:45,36,10.98639,61.61333,18.48,1018.847,0,0,0,0,461.5346,59.5242
36,5/16/2017 9:00,37,11.3771,60.87333,19.08667,1019.013,0,0,0,0,520.1287,66.51674
37,5/16/2017 9:15,38,11.58476,61.20667,19.22,1019.133,0,0,0,0,580.6733,73.68602
38,5/16/2017 9:30,39,11.70918,59.42667,19.82667,1019.193,0,0,0,0,630.6733,79.07382
39,5/16/2017 9:45,40,11.36877,56.47333,20.29333,1019.14,0,0,0,0,682.8973,84.55289
40,5/16/2017 10:00,41,10.24807,50.16667,21.00667,1019.167,0,0,0,0,732.8146,89.55282
41,5/16/2017 10:15,42,9.179236,45.48,21.43333,1019.373,0,0,0,0,778.978,94.40601
42,5/16/2017 10:30,43,8.897049,44.36,21.52667,1019.447,0,0,0,0,821.488,98.53001
43,5/16/2017 10:45,44,8.509131,42.87333,21.65333,1019.46,0,0,0,0,860.7473,101.91904
44,5/16/2017 11:00,45,8.600106,41.80667,22.16667,1019.607,0,0,0,0,896.052,105.30355
45,5/16/2017 11:15,46,8.874171,41.58,22.56,1019.7,0,0,0,0,927.1733,108.17048
46,5/16/2017 11:30,47,9.28793,41.38,23.1,1019.74,0,0,0,0,955.3073,110.74827
47,5/16/2017 11:45,48,9.427199,40.4,23.65333,1020.02,0,0,0,0,971.9713,112.73244
48,5/16/2017 12:00,49,9.750957,40.64667,23.91333,1019.82,0,0,0,0,992.7479,114.77921
49,5/16/2017 12:15,50,9.33202,39,24.14,1019.907,0,0,0,0,1005.944,115.93177
50,5/16/2017 12:30,51,7.524257,34.04,24.37333,1019.813,0,0,0,0,1025.355,117.90707
51,5/16/2017 12:45,52,6.8198,31.53878,24.83061,1019.567,0,0,0,0,1038.976,118.31756
52,5/16/2017 13:00,53,7.075776,32.10604,24.8255,1019.466,0,0,0,0,1035.445,118.04762
53,5/16/2017 13:15,54,7.874091,33.15,25.20133,1019.249,0,0,0,0,1019.549,116.02158
54,5/16/2017 13:30,55,8.636623,33.69267,25.8,1019.058,0,0,0,0,992.274,113.65056
55,5/16/2017 13:45,56,8.703887,34.124,25.66267,1019.008,0,0,0,0,982.2487,113.64685
56,5/16/2017 14:00,57,8.531996,32.13334,26.48267,1018.844,0,0,0,0,995.1293,112.78724
57,5/16/2017 14:15,58,8.400151,31.08533,26.89867,1018.548,0,0,0,0,966.1179,108.41132
58,5/16/2017 14:30,59,8.10176,29.948,27.18267,1018.493,0,0,0,0,943.4113,106.0908
59,5/16/2017 14:45,60,8.282466,29.92,27.40933,1018.451,0,0,0,0,915.554,104.2322
60,5/16/2017 15:00,61,8.141619,29.77066,27.33066,1018.429,0,0,0,0,883.2859,101.37191
61,5/16/2017 15:15,62,8.322081,29.74933,27.55333,1018.368,0,0,0,0,851.824,98.57997
62,5/16/2017 15:30,63,8.299021,29.46933,27.688,1018.195,0,0,0,0,811.3826,94.61515
63,5/16/2017 15:45,64,8.423014,29.56667,27.77466,1018.035,0,0,0,0,763.6006,89.98111
64,5/16/2017 16:00,65,8.131084,29.06933,27.72667,1017.999,0,0,0,0,725.748,86.46437
65,5/16/2017 16:15,66,8.529453,28.92267,28.28,1018.037,0,0,0,0,675.2407,81.74522
66,5/16/2017 16:30,67,8.413115,28.6,28.33867,1017.993,0,0,0,0,621.8879,78.46493
67,5/16/2017 16:45,68,8.119761,28.236,28.21333,1017.868,0,0,0,0,566.4533,73.94373
68,5/16/2017 17:00,69,10.05202,31.87466,28.388,1017.813,0,0,0,0,508.12,67.675
69,5/16/2017 17:15,70,11.62783,35.44933,28.352,1017.839,0,0,0,0,445.6227,60.88658
70,5/16/2017 17:30,71,12.26069,38.416,27.68133,1017.911,0,0,0,0,383.2293,54.14208
71,5/16/2017 17:45,72,12.48206,40.12747,27.18352,1017.735,0,0,0,0,325.9137,47.69063
72,5/16/2017 18:00,73,12.5673,41.69333,26.626,1017.653,0,0,0,0,266.762,40.37118
73,5/16/2017 18:15,74,12.58977,42.568,26.298,1017.629,0,0,0,0,209.064,32.74407
74,5/16/2017 18:30,75,12.7255,43.25067,26.18067,1017.653,0,0,0,0,153.7227,25.18937
75,5/16/2017 18:45,76,12.91319,44.40067,25.94267,1017.625,0,0,0,0,100.432,17.946453
76,5/16/2017 19:00,77,12.91658,45.33,25.59867,1017.689,0,0,0,0,57.11533,11.600897
77,5/16/2017 19:15,78,13.41726,48.10933,25.148,1017.72,0,0,0,0,28.13,6.605478
78,5/16/2017 19:30,79,13.34624,49.70133,24.52333,1017.76,0,0,0,0,18.46733,3.122923
79,5/16/2017 19:45,80,13.21902,50.62267,24.07866,1017.846,0,0,0,0,11.65,0.6265692
80,5/16/2017 20:00,81,13.12649,51.93533,23.55267,1017.98,0,0,0,0,3.709333,0.07480965
81,5/16/2017 20:15,82,12.90284,53.45667,22.83267,1018.011,0,0,0,0,0,0
82,5/16/2017 20:30,83,12.68382,54.34333,22.32533,1017.984,0,0,0,0,0,0
83,5/16/2017 20:45,84,12.59123,55.10933,21.996,1018.08,0,0,0,0,0,0
84,5/16/2017 21:00,85,12.70169,56.55133,21.692,1018.011,0,0,0,0,0,0
85,5/16/2017 21:15,86,12.84659,58.26067,21.36067,1017.94,0,0,0,0,0,0
86,5/16/2017 21:30,87,13.08815,59.80533,21.19133,1018.089,0,0,0,0,0,0
87,5/16/2017 21:45,88,13.34849,61.616,20.98267,1018.058,0,0,0,0,0,0
88,5/16/2017 22:00,89,13.62172,63.71667,20.72733,1018.02,0,0,0,0,0,0
89,5/16/2017 22:15,90,13.95161,66.004,20.50267,1018,0,0,0,0,0,0
90,5/16/2017 22:30,91,14.27627,68.1014,20.33662,1018.028,0,0,0,0,0,0
91,5/16/2017 22:45,92,14.92527,71.22898,20.28841,1017.987,0,0,0,0,0,0
92,5/16/2017 23:00,93,15.95415,74.24,20.68667,1017.979,0,0,0,0,0,0
93,5/16/2017 23:15,94,16.66521,76.54,20.92666,1017.989,0,0,0,0,0,0
94,5/16/2017 23:30,95,17.01064,78.564,20.85867,1018.02,0,0,0,0,0,0
95,5/16/2017 23:45,96,17.19818,80.33467,20.68933,1018.025,0,0,0,0,0,0
96,5/17/2017 0:00,1,17.23668,81.92667,20.41067,1017.945,0,0,0,0,0,0
97,5/17/2017 0:15,2,17.40045,83.35333,20.29867,1017.975,0,0,0,0,0,0
98,5/17/2017 0:30,3,17.56951,84.51867,20.24667,1017.985,0,0,0,0,0,0
99,5/17/2017 0:45,4,17.71177,85.56933,20.192,1017.832,0,0,0,0,0,0
100,5/17/2017 1:00,5,17.7944,86.58533,20.08533,1017.732,0,0,0,0,0,0
101,5/17/2017 1:15,6,17.83391,87.55733,19.94533,1017.543,0,0,0,0,0,0
102,5/17/2017 1:30,7,17.84079,88.62267,19.75733,1017.428,0,0,0,0,0,0
103,5/17/2017 1:45,8,17.92665,89.50134,19.68533,1017.325,0,0,0,0,0,0
104,5/17/2017 2:00,9,17.93251,90.212,19.564,1017.236,0,0,0,0,0,0
105,5/17/2017 2:15,10,17.89027,91.008,19.38,1017.119,0,0,0,0,0,0
106,5/17/2017 2:30,11,17.91306,91.52533,19.312,1016.999,0,0,0,0,0,0
107,5/17/2017 2:45,12,17.96592,91.89867,19.3,1016.933,0,0,0,0,0,0
108,5/17/2017 3:00,13,18.02234,92.22533,19.3,1016.907,0,0,0,0,0,0
109,5/17/2017 3:15,14,18.08272,92.576,19.3,1016.825,0,0,0,0,0,0
110,5/17/2017 3:30,15,18.07314,92.52031,19.3,1016.73,0,0,0,0,0,0
111,5/17/2017 3:45,16,17.93005,91.69152,19.3,1016.632,0,0,0,0,0,0
112,5/17/2017 4:00,17,17.88449,90.93066,19.388,1016.761,0,0,0,0,0,0
113,5/17/2017 4:15,18,17.77525,89.67933,19.5,1016.727,0,0,0,0,0,0
114,5/17/2017 4:30,19,17.79296,90.22733,19.42,1016.781,0,0,0,0,0,0
115,5/17/2017 4:45,20,17.7841,90.218,19.41267,1016.833,0,0,0,0,0,0
116,5/17/2017 5:00,21,17.71541,89.78733,19.42,1016.961,0,0,0,0,0,0
117,5/17/2017 5:15,22,17.68162,89.97266,19.35267,1017.101,0,0,0,0,0,0
118,5/17/2017 5:30,23,17.57803,89.64333,19.30667,1017.133,0,0,0,0,0,0
119,5/17/2017 5:45,24,17.54615,89.348,19.32733,1017.301,0,0,0,0,0,0
120,5/17/2017 6:00,25,17.58008,89.506,19.33333,1017.541,0,0,0,0,0,0
121,5/17/2017 6:15,26,17.64804,90.00667,19.31267,1017.721,0,0,0,0,3.133333,0.01521818
122,5/17/2017 6:30,27,17.73903,90.554,19.30733,1017.855,0,0,0,0,13.72133,0.5680903
123,5/17/2017 6:45,28,17.85131,90.28933,19.468,1018.035,0,0,0,0,27.432,3.701119
124,5/17/2017 7:00,29,17.99306,89.48666,19.75533,1018.179,0,0,0,0,53.14867,7.047395
125,5/17/2017 7:15,30,18.16734,88.32333,20.14333,1018.173,0,0,0,0,52.46067,11.550412
126,5/17/2017 7:30,31,18.41136,86.71,20.69,1018.248,0,0,0,0,104.616,17.079278
127,5/17/2017 7:45,32,18.5211,85.256,21.07667,1018.388,0,0,0,0,190.162,23.464494
128,5/17/2017 8:00,33,18.693,82.82933,21.724,1018.629,0,0,0,0,244.816,29.89602
129,5/17/2017 8:15,34,18.8716,80.52,22.37133,1018.759,0,0,0,0,301.6147,34.84518
130,5/17/2017 8:30,35,18.93272,78.66493,22.82179,1018.818,0,0,0,0,359.3312,39.83539
131,5/17/2017 8:45,36,19.0606,76.27399,23.45935,1019.012,0,0,0,0,418.4292,46.16404
132,5/17/2017 9:00,37,19.17863,74.58667,23.95333,1019.193,0,0,0,0,473.5193,52.6767
133,5/17/2017 9:15,38,19.1922,72.56667,24.42667,1019.107,0,0,0,0,529.33,59.27121
134,5/17/2017 9:30,39,19.29518,69.46667,25.26667,1019.153,0,0,0,0,581.8267,65.08916
135,5/17/2017 9:45,40,19.28899,66.76667,25.92667,1019.153,0,0,0,0,632.5773,70.07164
136,5/17/2017 10:00,41,19.22935,64.07333,26.56,1019.08,0,0,0,0,680.9713,75.50693
137,5/17/2017 10:15,42,19.45944,62.52667,27.22,1019.053,0,0,0,0,725.0566,79.93243
138,5/17/2017 10:30,43,19.56229,61.32667,27.66,1019.12,0,0,0,0,765.9713,83.87929
139,5/17/2017 10:45,44,19.73654,59.40667,28.39333,1019.06,0,0,0,0,803.7733,87.38905
140,5/17/2017 11:00,45,19.86235,57.93333,28.96,1019.02,0,0,0,0,837.7833,90.69276
141,5/17/2017 11:15,46,19.93279,55.90667,29.65333,1018.94,0,0,0,0,868.734,93.61923
142,5/17/2017 11:30,47,19.96913,54.52667,30.12667,1018.953,0,0,0,0,894.7573,97.60067
143,5/17/2017 11:45,48,19.94649,52.42,30.79333,1018.907,0,0,0,0,918.05,103.88554
144,5/17/2017 12:00,49,19.96621,51.26333,31.20667,1018.82,0,0,0,0,937.09,105.91684
145,5/17/2017 12:15,50,20.02617,49.70667,31.81333,1018.723,0,0,0,0,951.6187,107.07422
146,5/17/2017 12:30,51,19.99636,48.56333,32.19667,1018.55,0,0,0,0,962.9639,108.28213
147,5/17/2017 12:45,52,19.80552,47.80333,32.26333,1018.383,0,0,0,0,970.1633,109.24573
148,5/17/2017 13:00,53,19.56849,46.85667,32.36,1018.3,0,0,0,0,972.01,109.83663
149,5/17/2017 13:15,54,19.54827,45.76333,32.75333,1018.153,0,0,0,0,969.5312,109.4164
150,5/17/2017 13:30,55,19.04016,43.86615,32.94394,1018.014,0,0,0,0,966.2914,109.34143
151,5/17/2017 13:45,56,19.06323,43.244,33.224,1017.904,0,0,0,0,955.5693,106.47682
152,5/17/2017 14:00,57,18.99918,43.44667,33.072,1017.88,0,0,0,0,933.6253,101.67914
153,5/17/2017 14:15,58,18.87229,42.856,33.17333,1017.761,0,0,0,0,922.07,100.30628
154,5/17/2017 14:30,59,18.38224,40.972,33.428,1017.72,0,0,0,0,903.1826,98.90809
155,5/17/2017 14:45,60,18.32049,41.08133,33.31067,1017.68,0,0,0,0,870.82,95.9915
156,5/17/2017 15:00,61,18.29148,39.82533,33.83466,1017.635,0,0,0,0,836.9207,92.50345
157,5/17/2017 15:15,62,18.31082,39.948,33.80133,1017.504,0,0,0,0,764.4327,85.8142
158,5/17/2017 15:30,63,18.52168,40.62933,33.73333,1017.341,0,0,0,0,726.98,82.16648
159,5/17/2017 15:45,64,18.16781,39.94533,33.64,1017.117,0,0,0,0,613.028,70.23317
160,5/17/2017 16:00,65,17.65543,38.84933,33.564,1017.055,0,0,0,0,695.1413,81.10781
161,5/17/2017 16:15,66,17.45853,38.436,33.53333,1016.949,0,0,0,0,587.2906,68.47626
162,5/17/2017 16:30,67,17.81219,39.384,33.49333,1016.857,0,0,0,0,544.6,66.42135
163,5/17/2017 16:45,68,17.7209,38.96933,33.58133,1016.795,0,0,0,0,547.814,69.2886
164,5/17/2017 17:00,69,17.27853,38.19333,33.44,1016.695,0,0,0,0,487.684,64.7772
165,5/17/2017 17:15,70,17.65982,39.36666,33.33067,1016.643,0,0,0,0,388.004,52.46378
166,5/17/2017 17:30,71,17.39645,39.22267,33.09867,1016.667,0,0,0,0,319.01,44.72313
167,5/17/2017 17:45,72,17.13538,38.77866,33.00667,1016.604,0,0,0,0,311.1867,44.65783
168,5/17/2017 18:00,73,17.0371,38.956,32.81466,1016.553,0,0,0,0,244.9773,36.13642
169,5/17/2017 18:15,74,17.11611,39.68667,32.576,1016.603,0,0,0,0,184.846,28.02537
170,5/17/2017 18:30,75,17.56552,41.74706,32.17971,1016.685,0,0,0,0,120.2468,18.64222
171,5/17/2017 18:45,76,17.75755,42.70667,31.99133,1016.771,0,0,0,0,118.266,19.235412
172,5/17/2017 19:00,77,17.7104,42.962,31.834,1016.875,0,0,0,0,83.26334,14.171437
173,5/17/2017 19:15,78,17.47237,43.274,31.44066,1017.024,0,0,0,0,48.55067,8.6437
174,5/17/2017 19:30,79,17.51434,44.61133,30.95466,1017.1,0,0,0,0,28.92533,4.575433
175,5/17/2017 19:45,80,17.83928,46.76667,30.48533,1017.222,0,0,0,0,15.39333,1.2901771
176,5/17/2017 20:00,81,17.89375,48.268,29.99467,1017.295,0,0,0,0,4.023334,0.0398324
177,5/17/2017 20:15,82,17.85978,49.23333,29.61133,1017.345,0,0,0,0,0,0
178,5/17/2017 20:30,83,17.58694,49.61,29.18133,1017.329,0,0,0,0,0,0
179,5/17/2017 20:45,84,17.62687,50.88667,28.78533,1017.429,0,0,0,0,0,0
180,5/17/2017 21:00,85,17.73577,52.15067,28.48066,1017.562,0,0,0,0,0,0
181,5/17/2017 21:15,86,17.74167,53.39734,28.08066,1017.611,0,0,0,0,0,0
182,5/17/2017 21:30,87,17.69756,53.782,27.90933,1017.664,0,0,0,0,0,0
183,5/17/2017 21:45,88,17.54022,54.09333,27.64066,1017.749,0,0,0,0,0,0
184,5/17/2017 22:00,89,17.33587,54.06333,27.42933,1017.778,0,0,0,0,0,0
185,5/17/2017 22:15,90,17.19726,54.266,27.216,1017.747,0,0,0,0,0,0
186,5/17/2017 22:30,91,17.13821,54.83599,26.974,1017.74,0,0,0,0,0,0
187,5/17/2017 22:45,92,16.94337,54.96266,26.72467,1017.718,0,0,0,0,0,0
188,5/17/2017 23:00,93,16.96673,55.52866,26.576,1017.729,0,0,0,0,0,0
189,5/17/2017 23:15,94,17.01444,56.47187,26.34167,1017.81,0,0,0,0,0,0
190,5/17/2017 23:30,95,17.18662,58.46154,25.94,1017.834,0,0,0,0,0,0
191,5/17/2017 23:45,96,17.56513,59.376,26.08267,1017.788,0,0,0,0,0,0
192,5/18/2017 0:00,1,17.82592,61.48,25.772,1017.907,0,0,0,0,0,0
193,5/18/2017 0:15,2,17.77707,63.10133,25.28133,1017.976,0,0,0,0,0,0
194,5/18/2017 0:30,3,17.68906,63.64,25.04533,1018.008,0,0,0,0,0,0
195,5/18/2017 0:45,4,17.37907,63.312,24.804,1017.903,0,0,0,0,0,0
196,5/18/2017 1:00,5,16.98379,61.792,24.792,1017.8,0,0,0,0,0,0
197,5/18/2017 1:15,6,16.8769,62.04266,24.61067,1017.855,0,0,0,0,0,0
198,5/18/2017 1:30,7,16.59106,61.488,24.45733,1017.8,0,0,0,0,0,0
199,5/18/2017 1:45,8,16.42099,61.512,24.27067,1017.82,0,0,0,0,0,0
200,5/18/2017 2:00,9,16.39646,62.33067,24.024,1017.92,0,0,0,0,0,0
201,5/18/2017 2:15,10,16.32219,62.65599,23.85867,1017.928,0,0,0,0,0,0
202,5/18/2017 2:30,11,16.15541,62.46799,23.732,1017.979,0,0,0,0,0,0
203,5/18/2017 2:45,12,16.00707,62.25333,23.632,1018.009,0,0,0,0,0,0
204,5/18/2017 3:00,13,16.12654,63.084,23.53867,1018.201,0,0,0,0,0,0
205,5/18/2017 3:15,14,15.96871,63.14266,23.356,1018.213,0,0,0,0,0,0
206,5/18/2017 3:30,15,16.00055,64.24266,23.104,1018.283,0,0,0,0,0,0
207,5/18/2017 3:45,16,15.83132,64.06667,22.97066,1018.312,0,0,0,0,0,0
208,5/18/2017 4:00,17,15.77233,64.80666,22.71867,1018.423,0,0,0,0,0,0
209,5/18/2017 4:15,18,15.64803,64.96363,22.54719,1018.485,0,0,0,0,0,0
210,5/18/2017 4:30,19,15.64888,65.39733,22.43933,1018.559,0,0,0,0,0,0
211,5/18/2017 4:45,20,15.63107,65.80466,22.31866,1018.515,0,0,0,0,0,0
212,5/18/2017 5:00,21,15.47805,66.12334,22.078,1018.634,0,0,0,0,0,0
213,5/18/2017 5:15,22,15.32326,66.54134,21.812,1018.62,0,0,0,0,0,0
214,5/18/2017 5:30,23,15.32804,67.38066,21.612,1018.713,0,0,0,0,0,0
215,5/18/2017 5:45,24,15.29933,67.91599,21.45267,1018.801,0,0,0,0,0,0
216,5/18/2017 6:00,25,15.32769,68.51334,21.33933,1018.921,0,0,0,0,0,0
217,5/18/2017 6:15,26,15.23481,68.52266,21.24,1019.047,0,0,0,0,4.108666,0.0140764
218,5/18/2017 6:30,27,15.13665,67.78333,21.314,1019.195,0,0,0,0,28.128,3.666499
219,5/18/2017 6:45,28,14.92573,66.13599,21.494,1019.421,0,0,0,0,53.76,7.436744
220,5/18/2017 7:00,29,15.02229,65.40933,21.77733,1019.608,0,0,0,0,115.9327,15.529337
221,5/18/2017 7:15,30,14.91239,63.188,22.22733,1019.748,0,0,0,0,110.202,15.586104
222,5/18/2017 7:30,31,14.72964,62.194,22.29467,1019.921,0,0,0,0,136.788,20.27332
223,5/18/2017 7:45,32,14.78566,61.642,22.5,1020.047,0,0,0,0,188.9513,24.88933
224,5/18/2017 8:00,33,15.04336,63.29533,22.338,1020.221,0,0,0,0,106.86,14.124615
225,5/18/2017 8:15,34,15.17196,64.98533,22.04067,1020.355,0,0,0,0,208.1353,25.64834
226,5/18/2017 8:30,35,15.69632,64.756,22.652,1020.406,0,0,0,0,372.1487,43.42219
227,5/18/2017 8:45,36,15.8425,63.352,23.16866,1020.339,0,0,0,0,434.164,48.62251
228,5/18/2017 9:00,37,16.10321,62.89375,23.56406,1020.365,0,0,0,0,486.7513,54.53084
229,5/18/2017 9:15,38,16.4881,62.52182,24.06937,1020.291,0,0,0,0,610.7662,67.80164
230,5/18/2017 9:30,39,16.62724,61.28,24.55333,1020.24,0,0,0,0,524.306,58.88463
231,5/18/2017 9:45,40,16.7126,61.46667,24.59333,1020.133,0,0,0,0,593.43,66.16376
232,5/18/2017 10:00,41,16.83157,60.49333,24.98667,1020.027,0,0,0,0,647.364,72.05554
233,5/18/2017 10:15,42,17.07226,59.86,25.42,1019.987,0,0,0,0,692.2327,76.87552
234,5/18/2017 10:30,43,17.19205,58.71667,25.87333,1019.92,0,0,0,0,791.5947,86.52107
235,5/18/2017 10:45,44,16.84295,54.53,26.76,1019.833,0,0,0,0,843.9846,91.15984
236,5/18/2017 11:00,45,16.64953,52.63,27.14667,1019.8,0,0,0,0,890.4273,95.86031
237,5/18/2017 11:15,46,16.5931,50.84333,27.67667,1019.807,0,0,0,0,871.7353,93.99037
238,5/18/2017 11:30,47,16.69667,50.55,27.88667,1019.767,0,0,0,0,893.9426,95.7518
239,5/18/2017 11:45,48,17.26471,51.87667,28.06,1019.66,0,0,0,0,979.5886,104.67541
240,5/18/2017 12:00,49,16.93169,49.57667,28.48333,1019.51,0,0,0,0,974.0073,103.65376
241,5/18/2017 12:15,50,16.56736,46.56667,29.17,1019.46,0,0,0,0,930.5873,99.66233
242,5/18/2017 12:30,51,16.31314,46.8,28.79333,1019.217,0,0,0,0,854.742,92.79581
243,5/18/2017 12:45,52,16.63171,47.87,28.75333,1019.06,0,0,0,0,891.9412,96.02644
244,5/18/2017 13:00,53,17.30477,47.86666,29.49333,1018.89,0,0,0,0,1032.975,109.6824
245,5/18/2017 13:15,54,17.7728,48.98,29.60667,1018.653,0,0,0,0,984.77,105.25629
246,5/18/2017 13:30,55,17.69331,49.32667,29.39667,1018.483,0,0,0,0,717.0293,78.72102
247,5/18/2017 13:45,56,17.98976,49.83333,29.54333,1018.26,0,0,0,0,755.072,81.91369
248,5/18/2017 14:00,57,18.14937,49.50559,29.83217,1018.113,0,0,0,0,946.0871,101.97112
249,5/18/2017 14:15,58,18.40351,49.62136,30.06731,1017.937,0,0,0,0,976.3697,103.52506
250,5/18/2017 14:30,59,18.64379,48.68667,30.66667,1017.652,0,0,0,0,943.4026,97.02311
251,5/18/2017 14:45,60,18.04621,47.14667,30.57467,1017.504,0,0,0,0,897.19,92.98503
252,5/18/2017 15:00,61,18.16497,46.496,30.94533,1017.321,0,0,0,0,875.5073,90.50057
253,5/18/2017 15:15,62,17.80357,45.22267,31.03466,1017.099,0,0,0,0,744.19,77.98233
254,5/18/2017 15:30,63,17.62182,45.40533,30.764,1017.004,0,0,0,0,596.492,63.69356
255,5/18/2017 15:45,64,18.29547,46.43066,31.116,1016.781,0,0,0,0,821.6486,87.30466
256,5/18/2017 16:00,65,18.47888,47.04933,31.084,1016.687,0,0,0,0,735.2733,81.66595
257,5/18/2017 16:15,66,18.42516,46.59467,31.19466,1016.661,0,0,0,0,684.132,79.85422
258,5/18/2017 16:30,67,18.24238,46.20267,31.14267,1016.567,0,0,0,0,569.9387,69.52291
259,5/18/2017 16:45,68,18.17129,46.728,30.86533,1016.536,0,0,0,0,462.1773,59.50846
260,5/18/2017 17:00,69,17.78812,47.23734,30.25467,1016.64,0,0,0,0,308.8267,40.68273
261,5/18/2017 17:15,70,17.7342,46.64133,30.41733,1016.633,0,0,0,0,486.6246,64.28273
262,5/18/2017 17:30,71,17.97373,46.936,30.56933,1016.533,0,0,0,0,391.7407,52.34918
263,5/18/2017 17:45,72,18.12406,48.004,30.34267,1016.567,0,0,0,0,333.502,45.58241
264,5/18/2017 18:00,73,18.21521,48.04667,30.42667,1016.547,0,0,0,0,273.2346,38.14797
265,5/18/2017 18:15,74,17.9425,47.916,30.17467,1016.475,0,0,0,0,217.2747,31.22049
266,5/18/2017 18:30,75,17.99597,48.408,30.05466,1016.393,0,0,0,0,159.2293,23.61346
267,5/18/2017 18:45,76,17.98086,48.952,29.844,1016.301,0,0,0,0,110.2733,17.444497
268,5/18/2017 19:00,77,18.14329,49.91165,29.68269,1016.295,0,0,0,0,68.08239,11.697379
269,5/18/2017 19:15,78,18.14935,51.04483,29.3,1016.269,0,0,0,0,37.06644,6.875895
270,5/18/2017 19:30,79,18.01024,51.66333,28.94066,1016.345,0,0,0,0,31.10133,4.735644
271,5/18/2017 19:45,80,17.98262,52.64533,28.58533,1016.422,0,0,0,0,14.03,1.2717166
272,5/18/2017 20:00,81,17.75968,53.346,28.11667,1016.409,0,0,0,0,0.682,0
273,5/18/2017 20:15,82,17.66883,54.04733,27.794,1016.269,0,0,0,0,0,0
274,5/18/2017 20:30,83,17.67911,55.09667,27.476,1016.289,0,0,0,0,0,0
275,5/18/2017 20:45,84,17.64164,55.68667,27.254,1016.347,0,0,0,0,0,0
276,5/18/2017 21:00,85,17.68345,56.876,26.93867,1016.437,0,0,0,0,0,0
277,5/18/2017 21:15,86,17.39208,56.864,26.62933,1016.737,0,0,0,0,0,0
